"Mon";"status";"person_days";"Deaths";"MortalityRate";"MR_unvac";"person_days_AllGroups";"Deaths_AllGroups";"Average_mortality_rate";"MR_ComparedToUnvacc";"GroupSize_Share"
"2020-01";"Doses_0";1167257;716;224,045775694641;224,045775694641;1167257;716;224,045775694641;1;1
"2020-02";"Doses_0";1072445;627;213,54172008821;213,54172008821;1072445;627;213,54172008821;1;1
"2020-03";"Doses_0";1126135;664;215,361390952239;215,361390952239;1126135;664;215,361390952239;1;1
"2020-04";"Doses_0";1071022;595;202,912498529442;202,912498529442;1071022;595;202,912498529442;1;1
"2020-05";"Doses_0";1088857;577;193,550897868131;193,550897868131;1088857;577;193,550897868131;1;1
"2020-06";"Doses_0";1037381;524;184,494414299086;184,494414299086;1037381;524;184,494414299086;1;1
"2020-07";"Doses_0";1055073;596;206,32600777387;206,32600777387;1055073;596;206,32600777387;1;1
"2020-08";"Doses_0";1035808;604;212,984452717106;212,984452717106;1035808;604;212,984452717106;1;1
"2020-09";"Doses_0";985242;583;216,130402479797;216,130402479797;985242;583;216,130402479797;1;1
"2020-10";"Doses_0";996062;912;334,424965514195;334,424965514195;996062;912;334,424965514195;1;1
"2020-11";"Doses_0";931364;1088;426,677432239168;426,677432239168;931364;1088;426,677432239168;1;1
"2020-12";"Doses_0";932230;893;349,8795898008;349,8795898008;932567;893;349,753154465041;1;0,999638631862376
"2021-01";"Doses_0";830332;713;313,637496808506;313,637496808506;907350;773;311,167961646553;1;0,915117650300325
"2021-02";"Doses_0";545123;451;302,184552844037;302,184552844037;800200;589;268,848100474881;1;0,68123344163959
"2021-03";"Doses_0";434764;477;400,732926369249;400,732926369249;865480;684;288,661783056801;1;0,502338586680224
"2021-04";"Doses_0";336726;295;319,989397908091;319,989397908091;819468;527;234,892332586507;1;0,410908052541405
"2021-05";"Doses_0";299453;229;279,316787609408;279,316787609408;831531;486;213,475504821829;1;0,360122472884354
"2021-06";"Doses_0";267310;180;245,950394672852;245,950394672852;790517;475;219,468714777797;1;0,338145795726088
"2021-07";"Doses_0";265219;170;234,117842236039;234,117842236039;802019;470;214,044180998206;1;0,330689173199139
"2021-08";"Doses_0";255820;175;249,858298803846;249,858298803846;787290;479;222,224021643867;1;0,324937443635763
"2021-09";"Doses_0";239465;161;245,569289875347;245,569289875347;747135;484;236,611857294866;1;0,320511018758323
